year_month,month_of_release,passenger_type,direction,sex,age,estimate,standard_error,status
2021-03,2021-09,Long-term migrant,Arrivals,TOTAL,35-39 years,365,13,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,TOTAL,40-44 years,254,11,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,TOTAL,45-49 years,214,11,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,TOTAL,5-9 years,230,9,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,TOTAL,50-54 years,162,10,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,TOTAL,55-59 years,151,11,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,TOTAL,60-64 years,134,11,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,TOTAL,65-69 years,105,9,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,TOTAL,70-74 years,63,7,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,TOTAL,75-79 years,25,4,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,TOTAL,80-84 years,18,3,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,TOTAL,85-89 years,10,2,Provisional
2021-03,2021-09,Long-term migrant,Departures,TOTAL,0-4 years,249,12,Provisional
2021-03,2021-09,Long-term migrant,Departures,TOTAL,10-14 years,109,6,Provisional
2021-03,2021-09,Long-term migrant,Departures,TOTAL,15-19 years,192,10,Provisional
2021-03,2021-09,Long-term migrant,Departures,TOTAL,20-24 years,484,16,Provisional
2021-03,2021-09,Long-term migrant,Departures,TOTAL,25-29 years,755,21,Provisional
2021-03,2021-09,Long-term migrant,Departures,TOTAL,30-34 years,555,16,Provisional
2021-03,2021-09,Long-term migrant,Departures,TOTAL,35-39 years,303,13,Provisional
2021-03,2021-09,Long-term migrant,Departures,TOTAL,40-44 years,178,9,Provisional
2021-03,2021-09,Long-term migrant,Departures,TOTAL,45-49 years,175,10,Provisional
2021-03,2021-09,Long-term migrant,Departures,TOTAL,5-9 years,157,8,Provisional
2021-03,2021-09,Long-term migrant,Departures,TOTAL,50-54 years,169,10,Provisional
2021-03,2021-09,Long-term migrant,Departures,TOTAL,55-59 years,181,11,Provisional
2021-03,2021-09,Long-term migrant,Departures,TOTAL,60-64 years,188,13,Provisional
2021-03,2021-09,Long-term migrant,Departures,TOTAL,65-69 years,189,14,Provisional
2021-03,2021-09,Long-term migrant,Departures,TOTAL,70-74 years,124,11,Provisional
2021-03,2021-09,Long-term migrant,Departures,TOTAL,75-79 years,69,7,Provisional
2021-03,2021-09,Long-term migrant,Departures,TOTAL,80-84 years,27,4,Provisional
2021-03,2021-09,Long-term migrant,Departures,TOTAL,85-89 years,10,2,Provisional
2021-03,2021-09,Long-term migrant,Net,TOTAL,0-4 years,93,18,Provisional
2021-03,2021-09,Long-term migrant,Net,TOTAL,10-14 years,48,9,Provisional
2021-03,2021-09,Long-term migrant,Net,TOTAL,15-19 years,-23,13,Provisional
2021-03,2021-09,Long-term migrant,Net,TOTAL,20-24 years,-190,19,Provisional
2021-03,2021-09,Long-term migrant,Net,TOTAL,25-29 years,-177,27,Provisional
2021-03,2021-09,Long-term migrant,Net,TOTAL,30-34 years,61,23,Provisional
2021-03,2021-09,Long-term migrant,Net,TOTAL,35-39 years,62,18,Provisional
2021-03,2021-09,Long-term migrant,Net,TOTAL,40-44 years,76,14,Provisional
2021-03,2021-09,Long-term migrant,Net,TOTAL,45-49 years,39,14,Provisional
2021-03,2021-09,Long-term migrant,Net,TOTAL,5-9 years,74,11,Provisional
2021-03,2021-09,Long-term migrant,Net,TOTAL,50-54 years,-7,15,Provisional
2021-03,2021-09,Long-term migrant,Net,TOTAL,55-59 years,-30,16,Provisional
2021-03,2021-09,Long-term migrant,Net,TOTAL,60-64 years,-53,16,Provisional
2021-03,2021-09,Long-term migrant,Net,TOTAL,65-69 years,-84,16,Provisional
2021-03,2021-09,Long-term migrant,Net,TOTAL,70-74 years,-61,13,Provisional
2021-03,2021-09,Long-term migrant,Net,TOTAL,75-79 years,-44,7,Provisional
2021-03,2021-09,Long-term migrant,Net,TOTAL,80-84 years,-9,5,Provisional
2021-03,2021-09,Long-term migrant,Net,TOTAL,85-89 years,0,3,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,TOTAL,90+ years,2,1,Provisional
2021-03,2021-09,Long-term migrant,Departures,TOTAL,90+ years,3,1,Provisional
2021-03,2021-09,Long-term migrant,Net,TOTAL,90+ years,0,1,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,Female,TOTAL,1885,42,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,Male,TOTAL,2004,48,Provisional
2021-03,2021-09,Long-term migrant,Departures,Female,TOTAL,1969,45,Provisional
2021-03,2021-09,Long-term migrant,Departures,Male,TOTAL,2146,44,Provisional
2021-03,2021-09,Long-term migrant,Net,Female,TOTAL,-84,59,Provisional
2021-03,2021-09,Long-term migrant,Net,Male,TOTAL,-142,67,Provisional
2021-03,2021-09,Long-term migrant,Arrivals,TOTAL,TOTAL,3890,79,Provisional
2021-03,2021-09,Long-term migrant,Departures,TOTAL,TOTAL,4115,77,Provisional
2021-03,2021-09,Long-term migrant,Net,TOTAL,TOTAL,-226,109,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,Female,0-4 years,170,10,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,Male,0-4 years,190,12,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,Female,10-14 years,109,7,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,Male,10-14 years,112,7,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,Female,15-19 years,103,9,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,Male,15-19 years,97,7,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,Female,20-24 years,171,11,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,Male,20-24 years,140,10,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,Female,25-29 years,304,13,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,Male,25-29 years,238,13,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,Female,30-34 years,273,13,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,Male,30-34 years,231,12,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,Female,35-39 years,183,11,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,Male,35-39 years,196,11,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,Female,40-44 years,126,9,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,Male,40-44 years,148,9,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,Female,45-49 years,102,8,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,Male,45-49 years,104,8,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,Female,5-9 years,120,7,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,Male,5-9 years,138,8,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,Female,50-54 years,94,8,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,Male,50-54 years,86,8,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,Female,55-59 years,93,9,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,Male,55-59 years,83,8,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,Female,60-64 years,87,9,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,Male,60-64 years,76,8,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,Female,65-69 years,72,9,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,Male,65-69 years,68,8,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,Female,70-74 years,29,5,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,Male,70-74 years,37,6,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,Female,75-79 years,18,4,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,Male,75-79 years,17,4,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,Female,80-84 years,14,3,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,Male,80-84 years,10,2,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,Female,85-89 years,9,2,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,Male,85-89 years,3,1,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,Female,90+ years,3,1,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,Male,90+ years,1,1,Provisional
2021-04,2021-09,Long-term migrant,Departures,Female,0-4 years,112,9,Provisional
2021-04,2021-09,Long-term migrant,Departures,Male,0-4 years,118,9,Provisional
2021-04,2021-09,Long-term migrant,Departures,Female,10-14 years,51,5,Provisional
2021-04,2021-09,Long-term migrant,Departures,Male,10-14 years,64,5,Provisional
2021-04,2021-09,Long-term migrant,Departures,Female,15-19 years,65,6,Provisional
2021-04,2021-09,Long-term migrant,Departures,Male,15-19 years,70,7,Provisional
2021-04,2021-09,Long-term migrant,Departures,Female,20-24 years,192,11,Provisional
2021-04,2021-09,Long-term migrant,Departures,Male,20-24 years,201,11,Provisional
2021-04,2021-09,Long-term migrant,Departures,Female,25-29 years,331,15,Provisional
2021-04,2021-09,Long-term migrant,Departures,Male,25-29 years,451,18,Provisional
2021-04,2021-09,Long-term migrant,Departures,Female,30-34 years,236,11,Provisional
2021-04,2021-09,Long-term migrant,Departures,Male,30-34 years,340,14,Provisional
2021-04,2021-09,Long-term migrant,Departures,Female,35-39 years,144,9,Provisional
2021-04,2021-09,Long-term migrant,Departures,Male,35-39 years,180,10,Provisional
2021-04,2021-09,Long-term migrant,Departures,Female,40-44 years,96,7,Provisional
2021-04,2021-09,Long-term migrant,Departures,Male,40-44 years,117,8,Provisional
2021-04,2021-09,Long-term migrant,Departures,Female,45-49 years,82,7,Provisional
2021-04,2021-09,Long-term migrant,Departures,Male,45-49 years,99,8,Provisional
2021-04,2021-09,Long-term migrant,Departures,Female,5-9 years,93,7,Provisional
2021-04,2021-09,Long-term migrant,Departures,Male,5-9 years,93,7,Provisional
2021-04,2021-09,Long-term migrant,Departures,Female,50-54 years,94,8,Provisional
2021-04,2021-09,Long-term migrant,Departures,Male,50-54 years,89,7,Provisional
2021-04,2021-09,Long-term migrant,Departures,Female,55-59 years,109,9,Provisional
2021-04,2021-09,Long-term migrant,Departures,Male,55-59 years,91,8,Provisional
2021-04,2021-09,Long-term migrant,Departures,Female,60-64 years,125,12,Provisional
2021-04,2021-09,Long-term migrant,Departures,Male,60-64 years,82,9,Provisional
2021-04,2021-09,Long-term migrant,Departures,Female,65-69 years,109,11,Provisional
2021-04,2021-09,Long-term migrant,Departures,Male,65-69 years,90,9,Provisional
2021-04,2021-09,Long-term migrant,Departures,Female,70-74 years,65,8,Provisional
2021-04,2021-09,Long-term migrant,Departures,Male,70-74 years,55,7,Provisional
2021-04,2021-09,Long-term migrant,Departures,Female,75-79 years,28,5,Provisional
2021-04,2021-09,Long-term migrant,Departures,Male,75-79 years,27,5,Provisional
2021-04,2021-09,Long-term migrant,Departures,Female,80-84 years,23,4,Provisional
2021-04,2021-09,Long-term migrant,Departures,Male,80-84 years,21,4,Provisional
2021-04,2021-09,Long-term migrant,Departures,Female,85-89 years,4,1,Provisional
2021-04,2021-09,Long-term migrant,Departures,Male,85-89 years,8,2,Provisional
2021-04,2021-09,Long-term migrant,Departures,Female,90+ years,3,1,Provisional
2021-04,2021-09,Long-term migrant,Departures,Male,90+ years,1,0,Provisional
2021-04,2021-09,Long-term migrant,Net,Female,0-4 years,58,12,Provisional
2021-04,2021-09,Long-term migrant,Net,Male,0-4 years,72,14,Provisional
2021-04,2021-09,Long-term migrant,Net,Female,10-14 years,58,8,Provisional
2021-04,2021-09,Long-term migrant,Net,Male,10-14 years,47,8,Provisional
2021-04,2021-09,Long-term migrant,Net,Female,15-19 years,38,10,Provisional
2021-04,2021-09,Long-term migrant,Net,Male,15-19 years,27,9,Provisional
2021-04,2021-09,Long-term migrant,Net,Female,20-24 years,-21,15,Provisional
2021-04,2021-09,Long-term migrant,Net,Male,20-24 years,-61,14,Provisional
2021-04,2021-09,Long-term migrant,Net,Female,25-29 years,-27,19,Provisional
2021-04,2021-09,Long-term migrant,Net,Male,25-29 years,-213,21,Provisional
2021-04,2021-09,Long-term migrant,Net,Female,30-34 years,38,17,Provisional
2021-04,2021-09,Long-term migrant,Net,Male,30-34 years,-109,18,Provisional
2021-04,2021-09,Long-term migrant,Net,Female,35-39 years,39,13,Provisional
2021-04,2021-09,Long-term migrant,Net,Male,35-39 years,16,15,Provisional
2021-04,2021-09,Long-term migrant,Net,Female,40-44 years,30,11,Provisional
2021-04,2021-09,Long-term migrant,Net,Male,40-44 years,31,12,Provisional
2021-04,2021-09,Long-term migrant,Net,Female,45-49 years,20,10,Provisional
2021-04,2021-09,Long-term migrant,Net,Male,45-49 years,6,11,Provisional
2021-04,2021-09,Long-term migrant,Net,Female,5-9 years,27,9,Provisional
2021-04,2021-09,Long-term migrant,Net,Male,5-9 years,45,9,Provisional
2021-04,2021-09,Long-term migrant,Net,Female,50-54 years,0,11,Provisional
2021-04,2021-09,Long-term migrant,Net,Male,50-54 years,-3,10,Provisional
2021-04,2021-09,Long-term migrant,Net,Female,55-59 years,-17,12,Provisional
2021-04,2021-09,Long-term migrant,Net,Male,55-59 years,-7,11,Provisional
2021-04,2021-09,Long-term migrant,Net,Female,60-64 years,-37,14,Provisional
2021-04,2021-09,Long-term migrant,Net,Male,60-64 years,-6,11,Provisional
2021-04,2021-09,Long-term migrant,Net,Female,65-69 years,-37,13,Provisional
2021-04,2021-09,Long-term migrant,Net,Male,65-69 years,-22,12,Provisional
2021-04,2021-09,Long-term migrant,Net,Female,70-74 years,-37,9,Provisional
2021-04,2021-09,Long-term migrant,Net,Male,70-74 years,-19,8,Provisional
2021-04,2021-09,Long-term migrant,Net,Female,75-79 years,-10,5,Provisional
2021-04,2021-09,Long-term migrant,Net,Male,75-79 years,-10,5,Provisional
2021-04,2021-09,Long-term migrant,Net,Female,80-84 years,-9,4,Provisional
2021-04,2021-09,Long-term migrant,Net,Male,80-84 years,-11,4,Provisional
2021-04,2021-09,Long-term migrant,Net,Female,85-89 years,5,3,Provisional
2021-04,2021-09,Long-term migrant,Net,Male,85-89 years,-5,2,Provisional
2021-04,2021-09,Long-term migrant,Net,Female,90+ years,0,1,Provisional
2021-04,2021-09,Long-term migrant,Net,Male,90+ years,1,1,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,TOTAL,0-4 years,360,19,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,TOTAL,10-14 years,221,11,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,TOTAL,15-19 years,200,13,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,TOTAL,20-24 years,310,17,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,TOTAL,25-29 years,542,21,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,TOTAL,30-34 years,504,20,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,TOTAL,35-39 years,379,18,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,TOTAL,40-44 years,274,14,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,TOTAL,45-49 years,206,13,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,TOTAL,5-9 years,258,12,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,TOTAL,50-54 years,180,13,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,TOTAL,55-59 years,176,14,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,TOTAL,60-64 years,164,14,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,TOTAL,65-69 years,140,14,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,TOTAL,70-74 years,65,9,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,TOTAL,75-79 years,35,6,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,TOTAL,80-84 years,24,4,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,TOTAL,85-89 years,12,3,Provisional
2021-04,2021-09,Long-term migrant,Departures,TOTAL,0-4 years,230,14,Provisional
2021-04,2021-09,Long-term migrant,Departures,TOTAL,10-14 years,115,8,Provisional
2021-04,2021-09,Long-term migrant,Departures,TOTAL,15-19 years,135,10,Provisional
2021-04,2021-09,Long-term migrant,Departures,TOTAL,20-24 years,393,17,Provisional
2021-04,2021-09,Long-term migrant,Departures,TOTAL,25-29 years,782,27,Provisional
2021-04,2021-09,Long-term migrant,Departures,TOTAL,30-34 years,575,20,Provisional
2021-04,2021-09,Long-term migrant,Departures,TOTAL,35-39 years,324,15,Provisional
2021-04,2021-09,Long-term migrant,Departures,TOTAL,40-44 years,213,11,Provisional
2021-04,2021-09,Long-term migrant,Departures,TOTAL,45-49 years,181,11,Provisional
2021-04,2021-09,Long-term migrant,Departures,TOTAL,5-9 years,186,10,Provisional
2021-04,2021-09,Long-term migrant,Departures,TOTAL,50-54 years,182,12,Provisional
2021-04,2021-09,Long-term migrant,Departures,TOTAL,55-59 years,200,14,Provisional
2021-04,2021-09,Long-term migrant,Departures,TOTAL,60-64 years,207,16,Provisional
2021-04,2021-09,Long-term migrant,Departures,TOTAL,65-69 years,199,18,Provisional
2021-04,2021-09,Long-term migrant,Departures,TOTAL,70-74 years,121,13,Provisional
2021-04,2021-09,Long-term migrant,Departures,TOTAL,75-79 years,55,8,Provisional
2021-04,2021-09,Long-term migrant,Departures,TOTAL,80-84 years,44,7,Provisional
2021-04,2021-09,Long-term migrant,Departures,TOTAL,85-89 years,12,3,Provisional
2021-04,2021-09,Long-term migrant,Net,TOTAL,0-4 years,130,22,Provisional
2021-04,2021-09,Long-term migrant,Net,TOTAL,10-14 years,105,12,Provisional
2021-04,2021-09,Long-term migrant,Net,TOTAL,15-19 years,65,15,Provisional
2021-04,2021-09,Long-term migrant,Net,TOTAL,20-24 years,-82,23,Provisional
2021-04,2021-09,Long-term migrant,Net,TOTAL,25-29 years,-240,33,Provisional
2021-04,2021-09,Long-term migrant,Net,TOTAL,30-34 years,-72,27,Provisional
2021-04,2021-09,Long-term migrant,Net,TOTAL,35-39 years,55,22,Provisional
2021-04,2021-09,Long-term migrant,Net,TOTAL,40-44 years,61,17,Provisional
2021-04,2021-09,Long-term migrant,Net,TOTAL,45-49 years,26,16,Provisional
2021-04,2021-09,Long-term migrant,Net,TOTAL,5-9 years,73,14,Provisional
2021-04,2021-09,Long-term migrant,Net,TOTAL,50-54 years,-3,16,Provisional
2021-04,2021-09,Long-term migrant,Net,TOTAL,55-59 years,-24,18,Provisional
2021-04,2021-09,Long-term migrant,Net,TOTAL,60-64 years,-43,20,Provisional
2021-04,2021-09,Long-term migrant,Net,TOTAL,65-69 years,-59,20,Provisional
2021-04,2021-09,Long-term migrant,Net,TOTAL,70-74 years,-56,14,Provisional
2021-04,2021-09,Long-term migrant,Net,TOTAL,75-79 years,-20,8,Provisional
2021-04,2021-09,Long-term migrant,Net,TOTAL,80-84 years,-20,7,Provisional
2021-04,2021-09,Long-term migrant,Net,TOTAL,85-89 years,0,4,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,TOTAL,90+ years,4,1,Provisional
2021-04,2021-09,Long-term migrant,Departures,TOTAL,90+ years,4,1,Provisional
2021-04,2021-09,Long-term migrant,Net,TOTAL,90+ years,0,2,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,Female,TOTAL,2079,62,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,Male,TOTAL,1976,60,Provisional
2021-04,2021-09,Long-term migrant,Departures,Female,TOTAL,1960,55,Provisional
2021-04,2021-09,Long-term migrant,Departures,Male,TOTAL,2197,61,Provisional
2021-04,2021-09,Long-term migrant,Net,Female,TOTAL,119,77,Provisional
2021-04,2021-09,Long-term migrant,Net,Male,TOTAL,-222,78,Provisional
2021-04,2021-09,Long-term migrant,Arrivals,TOTAL,TOTAL,4055,110,Provisional
